Country,Year,CropName,Comments,Area,Production,Yield,Percentage Of Area Under Irrigation 
India,"Financial Year (Apr - Mar), 1995",Nutri/Coarse Cereals,,30880.00,29030.00,940.00,
India,"Financial Year (Apr - Mar), 1995",Onion,,400.00,4080.00,10316.00,
India,"Financial Year (Apr - Mar), 1995",Potato,,1110.00,18840.00,16973.00,
India,"Financial Year (Apr - Mar), 1995",Rapeseed & Mustard,,6550.00,6000.00,916.00,66.36
India,"Financial Year (Apr - Mar), 1995",Rice,,42840.00,76980.00,1797.00,49.91
India,"Financial Year (Apr - Mar), 1995",Soybean,,5040.00,5100.00,1012.00,
India,"Financial Year (Apr - Mar), 1995",Sugarcane,,4150.00,281100.00,67787.00,87.43
India,"Financial Year (Apr - Mar), 1995",Sunflower,,2120.00,1260.00,593.00,
India,"Financial Year (Apr - Mar), 1995",Tobacco,,390.00,540.00,1356.00,46.55
India,"Financial Year (Apr - Mar), 1995",Total Pulses,,22280.00,12310.00,552.00,12.90
India,"Financial Year (Apr - Mar), 1995",Tur (Arhar),,3450.00,2310.00,670.00,5.24
India,"Financial Year (Apr - Mar), 1995",Wheat,,25010.00,62100.00,2483.00,85.80
India,"Financial Year (Apr - Mar), 1996",Bajra,,9980.00,7870.00,788.00,5.44
India,"Financial Year (Apr - Mar), 1996",Cotton,,9120.00,2419.10,265.00,35.99
India,"Financial Year (Apr - Mar), 1996",Foodgrains,,123580.00,199340.00,1614.00,41.71
India,"Financial Year (Apr - Mar), 1996",Gram,,6850.00,5570.00,813.00,25.70
India,"Financial Year (Apr - Mar), 1996",Groundnut,,7600.00,8640.00,1138.00,17.53
India,"Financial Year (Apr - Mar), 1996",Jowar,,11430.00,10940.00,957.00,6.95
India,"Financial Year (Apr - Mar), 1996",Jute and Mesta,,1100.00,2003.40,1819.00,
India,"Financial Year (Apr - Mar), 1996",Lentil (Masur),,1370.00,960.00,702.00,
India,"Financial Year (Apr - Mar), 1996",Maize,,6260.00,10770.00,1720.00,21.15
India,"Financial Year (Apr - Mar), 1996",Nine Oilseeds,,26310.00,24380.00,927.00,
India,"Financial Year (Apr - Mar), 1996",Nutri/Coarse Cereals,,31810.00,34110.00,1072.00,
India,"Financial Year (Apr - Mar), 1996",Onion,,400.00,4180.00,10348.00,
India,"Financial Year (Apr - Mar), 1996",Potato,,1250.00,24220.00,19376.00,
India,"Financial Year (Apr - Mar), 1996",Rapeseed & Mustard,,6550.00,6660.00,1017.00,67.56
India,"Financial Year (Apr - Mar), 1996",Rice,,43430.00,81730.00,1882.00,53.46
India,"Financial Year (Apr - Mar), 1996",Soybean,,5440.00,5380.00,989.00,
India,"Financial Year (Apr - Mar), 1996",Sugarcane,,4170.00,277560.00,66496.00,90.95
India,"Financial Year (Apr - Mar), 1996",Sunflower,,1930.00,1250.00,646.00,
India,"Financial Year (Apr - Mar), 1996",Tobacco,,430.00,620.00,1444.00,46.80
India,"Financial Year (Apr - Mar), 1996",Total Pulses,,22450.00,14150.00,630.00,12.80
India,"Financial Year (Apr - Mar), 1996",Tur (Arhar),,3510.00,2660.00,756.00,5.67
India,"Financial Year (Apr - Mar), 1996",Wheat,,25890.00,69350.00,2679.00,86.86
India,"Financial Year (Apr - Mar), 1997",Bajra,,9890.00,7640.00,773.00,5.97
India,"Financial Year (Apr - Mar), 1997",Cotton,,8870.00,1844.50,208.00,37.10
India,"Financial Year (Apr - Mar), 1997",Foodgrains,,124070.00,192260.00,1552.00,41.71
India,"Financial Year (Apr - Mar), 1997",Gram,,7560.00,6130.00,811.00,21.98
India,"Financial Year (Apr - Mar), 1997",Groundnut,,7090.00,7370.00,1040.00,19.45
India,"Financial Year (Apr - Mar), 1997",Guarseed,,2301.20,962.70,418.00,
India,"Financial Year (Apr - Mar), 1997",Jowar,,10800.00,7530.00,697.00,7.37
India,"Financial Year (Apr - Mar), 1997",Jute and Mesta,,1110.00,1983.60,1792.00,
India,"Financial Year (Apr - Mar), 1997",Lentil (Masur),,1290.00,800.00,623.00,
India,"Financial Year (Apr - Mar), 1997",Maize,,6320.00,10820.00,1711.00,20.82
India,"Financial Year (Apr - Mar), 1997",Nine Oilseeds,,26090.00,21320.00,817.00,
India,"Financial Year (Apr - Mar), 1997",Nutri/Coarse Cereals,,31050.00,30400.00,986.00,
India,"Financial Year (Apr - Mar), 1997",Onion,,400.00,3620.00,9091.00,
India,"Financial Year (Apr - Mar), 1997",Potato,,1210.00,17650.00,14587.00,
India,"Financial Year (Apr - Mar), 1997",Rapeseed & Mustard,,7040.00,4700.00,668.00,58.98
India,"Financial Year (Apr - Mar), 1997",Rice,,43450.00,82540.00,1900.00,53.22
India,"Financial Year (Apr - Mar), 1997",Soybean,,5990.00,6460.00,1079.00,
India,"Financial Year (Apr - Mar), 1997",Sugarcane,,3930.00,279540.00,71133.00,91.57
India,"Financial Year (Apr - Mar), 1997",Sunflower,,1740.00,890.00,510.00,
India,"Financial Year (Apr - Mar), 1997",Sunhemp,,54.60,11.61,213.00,
India,"Financial Year (Apr - Mar), 1997",Tobacco,,460.00,640.00,1394.00,42.24
India,"Financial Year (Apr - Mar), 1997",Total Pulses,,22870.00,12970.00,567.00,11.23
India,"Financial Year (Apr - Mar), 1997",Tur (Arhar),,3360.00,1850.00,551.00,5.56
India,"Financial Year (Apr - Mar), 1997",Wheat,,26700.00,66350.00,2485.00,86.33
India,"Financial Year (Apr - Mar), 1998",Bajra,,9300.00,6960.00,748.00,6.94
India,"Financial Year (Apr - Mar), 1998",Cotton,,9340.00,2089.30,224.00,34.06
India,"Financial Year (Apr - Mar), 1998",Foodgrains,,125170.00,203610.00,1627.00,43.31
India,"Financial Year (Apr - Mar), 1998",Gram,,8470.00,6800.00,803.00,21.24
India,"Financial Year (Apr - Mar), 1998",Groundnut,,7400.00,8980.00,1214.00,19.92
India,"Financial Year (Apr - Mar), 1998",Guarseed,,1922.10,488.50,254.00,
India,"Financial Year (Apr - Mar), 1998",Jowar,,9790.00,8420.00,859.00,8.08
India,"Financial Year (Apr - Mar), 1998",Jute and Mesta,,1030.00,1765.80,1722.00,
India,"Financial Year (Apr - Mar), 1998",Lentil (Masur),,1390.00,940.00,675.00,
India,"Financial Year (Apr - Mar), 1998",Maize,,6200.00,11150.00,1797.00,21.65
India,"Financial Year (Apr - Mar), 1998",Nine Oilseeds,,26200.00,24750.00,945.00,
India,"Financial Year (Apr - Mar), 1998",Nutri/Coarse Cereals,,29340.00,31340.00,1068.00,
India,"Financial Year (Apr - Mar), 1998",Onion,,470.00,5330.00,11391.00,
India,"Financial Year (Apr - Mar), 1998",Potato,,1320.00,23610.00,17886.00,
India,"Financial Year (Apr - Mar), 1998",Rapeseed & Mustard,,6510.00,5660.00,869.00,61.70
India,"Financial Year (Apr - Mar), 1998",Rice,,44800.00,86080.00,1921.00,55.08
India,"Financial Year (Apr - Mar), 1998",Soybean,,6490.00,7140.00,1100.00,
India,"Financial Year (Apr - Mar), 1998",Sugarcane,,4050.00,288720.00,71203.00,91.91
India,"Financial Year (Apr - Mar), 1998",Sunflower,,1820.00,950.00,521.00,
India,"Financial Year (Apr - Mar), 1998",Sunhemp,,47.50,10.60,223.00,
India,"Financial Year (Apr - Mar), 1998",Tobacco,,510.00,740.00,1451.00,44.33
India,"Financial Year (Apr - Mar), 1998",Total Pulses,,23500.00,14910.00,634.00,12.11
India,"Financial Year (Apr - Mar), 1998",Tur (Arhar),,3440.00,2710.00,787.00,4.31
India,"Financial Year (Apr - Mar), 1998",Wheat,,27520.00,71290.00,2590.00,86.60
India,"Financial Year (Apr - Mar), 1999",Bajra,,8900.00,5780.00,650.00,8.11
India,"Financial Year (Apr - Mar), 1999",Cotton,,8710.00,1960.10,225.00,33.03
India,"Financial Year (Apr - Mar), 1999",Foodgrains,,123100.00,209800.00,1704.00,44.63
India,"Financial Year (Apr - Mar), 1999",Gram,,6150.00,5120.00,833.00,27.66
India,"Financial Year (Apr - Mar), 1999",Groundnut,,6870.00,5250.00,764.00,18.69
India,"Financial Year (Apr - Mar), 1999",Guarseed,,2933.90,375.10,128.00,
India,"Financial Year (Apr - Mar), 1999",Jowar,,10250.00,8680.00,847.00,8.27
India,"Financial Year (Apr - Mar), 1999",Jute and Mesta,,1040.00,1899.00,1834.00,
India,"Financial Year (Apr - Mar), 1999",Lentil (Masur),,1460.00,1080.00,738.00,
India,"Financial Year (Apr - Mar), 1999",Maize,,6420.00,11510.00,1792.00,22.31
India,"Financial Year (Apr - Mar), 1999",Nine Oilseeds,,24260.00,20710.00,854.00,
India,"Financial Year (Apr - Mar), 1999",Nutri/Coarse Cereals,,29340.00,30330.00,1034.00,
India,"Financial Year (Apr - Mar), 1999",Onion,,490.00,4900.00,9932.00,
India,"Financial Year (Apr - Mar), 1999",Potato,,1340.00,24710.00,18443.00,
India,"Financial Year (Apr - Mar), 1999",Rapeseed & Mustard,,6030.00,5790.00,961.00,63.30
India,"Financial Year (Apr - Mar), 1999",Rice,,45160.00,89680.00,1986.00,55.09
India,"Financial Year (Apr - Mar), 1999",Soybean,,6220.00,7080.00,1138.00,
India,"Financial Year (Apr - Mar), 1999",Sugarcane,,4220.00,299320.00,70934.00,92.50
India,"Financial Year (Apr - Mar), 1999",Sunflower,,1290.00,690.00,536.00,
India,"Financial Year (Apr - Mar), 1999",Sunhemp,,49.80,11.18,224.00,
India,"Financial Year (Apr - Mar), 1999",Tobacco,,430.00,520.00,1211.00,47.08
India,"Financial Year (Apr - Mar), 1999",Total Pulses,,21120.00,13420.00,635.00,12.98
India,"Financial Year (Apr - Mar), 1999",Tur (Arhar),,3430.00,2690.00,786.00,4.29
India,"Financial Year (Apr - Mar), 1999",Wheat,,27490.00,76370.00,2778.00,87.16
India,"Financial Year (Apr - Mar), 2000",Bajra,,9830.00,6760.00,688.00,7.81
India,"Financial Year (Apr - Mar), 2000",Cotton,,8530.00,1618.40,190.00,32.22
India,"Financial Year (Apr - Mar), 2000",Foodgrains,,121050.00,196810.00,1626.00,43.70
India,"Financial Year (Apr - Mar), 2000",Gram,,5190.00,3860.00,744.00,30.66
India,"Financial Year (Apr - Mar), 2000",Groundnut,,6560.00,6410.00,977.00,16.89
India,"Financial Year (Apr - Mar), 2000",Guarseed,,3497.40,658.80,188.00,
India,"Financial Year (Apr - Mar), 2000",Jowar,,9860.00,7530.00,764.00,8.33
India,"Financial Year (Apr - Mar), 2000",Jute and Mesta,,1020.00,1900.80,1868.00,
India,"Financial Year (Apr - Mar), 2000",Lentil (Masur),,1480.00,920.00,619.00,
India,"Financial Year (Apr - Mar), 2000",Maize,,6610.00,12040.00,1822.00,21.79
India,"Financial Year (Apr - Mar), 2000",Nine Oilseeds,,22770.00,18440.00,810.00,
India,"Financial Year (Apr - Mar), 2000",Nutri/Coarse Cereals,,30260.00,31080.00,1027.00,
India,"Financial Year (Apr - Mar), 2000",Onion,,420.00,4550.00,10786.00,
India,"Financial Year (Apr - Mar), 2000",Potato,,1220.00,22490.00,18404.00,
India,"Financial Year (Apr - Mar), 2000",Rapeseed & Mustard,,4480.00,4190.00,936.00,66.10
India,"Financial Year (Apr - Mar), 2000",Rice,,44710.00,84980.00,1901.00,54.37
India,"Financial Year (Apr - Mar), 2000",Soybean,,6420.00,5280.00,823.00,
India,"Financial Year (Apr - Mar), 2000",Sugarcane,,4320.00,295960.00,68578.00,92.17
India,"Financial Year (Apr - Mar), 2000",Sunflower,,1070.00,650.00,605.00,
India,"Financial Year (Apr - Mar), 2000",Sunhemp,,56.30,11.97,213.00,
India,"Financial Year (Apr - Mar), 2000",Tobacco,,260.00,340.00,1318.00,53.16
India,"Financial Year (Apr - Mar), 2000",Total Pulses,,20350.00,11080.00,544.00,12.64
India,"Financial Year (Apr - Mar), 2000",Tur (Arhar),,3630.00,2250.00,618.00,4.35
India,"Financial Year (Apr - Mar), 2000",Wheat,,25730.00,69680.00,2708.00,88.37
India,"Financial Year (Apr - Mar), 2001",Bajra,,9530.00,8280.00,869.00,6.60
India,"Financial Year (Apr - Mar), 2001",Coconut,,1893.00,12822.00,6773.00,
India,"Financial Year (Apr - Mar), 2001",Cotton,,9130.00,1700.00,186.00,33.82
India,"Financial Year (Apr - Mar), 2001",Foodgrains,,122780.00,212850.00,1734.00,43.58
India,"Financial Year (Apr - Mar), 2001",Gram,,6420.00,5470.00,853.00,30.71
India,"Financial Year (Apr - Mar), 2001",Groundnut,,6240.00,7030.00,1127.00,17.07
India,"Financial Year (Apr - Mar), 2001",Guarseed,,2903.10,1089.90,375.00,
India,"Financial Year (Apr - Mar), 2001",Jowar,,9800.00,7560.00,771.00,7.40
India,"Financial Year (Apr - Mar), 2001",Jute and Mesta,,1050.00,2102.40,2007.00,
India,"Financial Year (Apr - Mar), 2001",Lentil (Masur),,1470.00,970.00,664.00,
India,"Financial Year (Apr - Mar), 2001",Maize,,6580.00,13160.00,2000.00,20.54
India,"Financial Year (Apr - Mar), 2001",Nine Oilseeds,,22640.00,20660.00,913.00,
India,"Financial Year (Apr - Mar), 2001",Nutri/Coarse Cereals,,29520.00,33380.00,1131.00,
India,"Financial Year (Apr - Mar), 2001",Onion,,450.00,4830.00,10686.00,
India,"Financial Year (Apr - Mar), 2001",Potato,,1210.00,23920.00,19806.00,
India,"Financial Year (Apr - Mar), 2001",Rapeseed & Mustard,,5070.00,5080.00,1002.00,69.05
India,"Financial Year (Apr - Mar), 2001",Rice,,44900.00,93340.00,2079.00,54.56
India,"Financial Year (Apr - Mar), 2001",Soybean,,6340.00,5960.00,940.00,
India,"Financial Year (Apr - Mar), 2001",Sugarcane,,4410.00,297210.00,67370.00,92.28
India,"Financial Year (Apr - Mar), 2001",Sunflower,,1180.00,680.00,577.00,
India,"Financial Year (Apr - Mar), 2001",Sunhemp,,50.60,11.65,230.00,
India,"Financial Year (Apr - Mar), 2001",Tobacco,,350.00,550.00,1565.00,45.78
India,"Financial Year (Apr - Mar), 2001",Total Pulses,,22010.00,13370.00,607.00,13.32
India,"Financial Year (Apr - Mar), 2001",Tur (Arhar),,3330.00,2260.00,679.00,4.86
India,"Financial Year (Apr - Mar), 2001",Wheat,,26340.00,72770.00,2762.00,88.60
India,"Financial Year (Apr - Mar), 2002",Bajra,,7740.00,4720.00,610.00,9.62
India,"Financial Year (Apr - Mar), 2002",Coconut,,1893.00,12822.00,6773.00,
India,"Financial Year (Apr - Mar), 2002",Cotton,,7670.00,1465.40,191.00,33.17
India,"Financial Year (Apr - Mar), 2002",Foodgrains,,113860.00,174770.00,1535.00,43.42
India,"Financial Year (Apr - Mar), 2002",Gram,,5910.00,4240.00,717.00,32.24
India,"Financial Year (Apr - Mar), 2002",Groundnut,,5940.00,4120.00,694.00,15.98
India,"Financial Year (Apr - Mar), 2002",Guarseed,,975.10,199.20,204.00,
India,"Financial Year (Apr - Mar), 2002",Jowar,,9300.00,7010.00,754.00,7.85
India,"Financial Year (Apr - Mar), 2002",Jute and Mesta,,1040.00,2030.40,1960.00,
India,"Financial Year (Apr - Mar), 2002",Lentil (Masur),,1380.00,870.00,634.00,
India,"Financial Year (Apr - Mar), 2002",Maize,,6640.00,11150.00,1681.00,20.07
India,"Financial Year (Apr - Mar), 2002",Nine Oilseeds,,21490.00,14840.00,691.00,
India,"Financial Year (Apr - Mar), 2002",Nutri/Coarse Cereals,,26990.00,26070.00,966.00,
India,"Financial Year (Apr - Mar), 2002",Onion,,420.00,4210.00,9912.00,
India,"Financial Year (Apr - Mar), 2002",Potato,,1350.00,23270.00,17300.00,
India,"Financial Year (Apr - Mar), 2002",Rapeseed & Mustard,,4540.00,3880.00,854.00,70.58
India,"Financial Year (Apr - Mar), 2002",Rice,,41180.00,71820.00,1744.00,51.32
India,"Financial Year (Apr - Mar), 2002",Soybean,,6110.00,4650.00,762.00,
India,"Financial Year (Apr - Mar), 2002",Sugarcane,,4520.00,287380.00,63576.00,92.66
India,"Financial Year (Apr - Mar), 2002",Sunflower,,1640.00,870.00,531.00,
India,"Financial Year (Apr - Mar), 2002",Sunhemp,,45.40,9.16,202.00,
India,"Financial Year (Apr - Mar), 2002",Tobacco,,330.00,490.00,1506.00,46.66
India,"Financial Year (Apr - Mar), 2002",Total Pulses,,20500.00,11130.00,543.00,13.97
India,"Financial Year (Apr - Mar), 2002",Tur (Arhar),,3360.00,2190.00,651.00,4.80
India,"Financial Year (Apr - Mar), 2002",Wheat,,25200.00,65760.00,2610.00,88.80
India,"Financial Year (Apr - Mar), 2003",Bajra,,10610.00,12110.00,1141.00,6.30
India,"Financial Year (Apr - Mar), 2003",Coconut,,1934.00,12178.00,6297.00,
India,"Financial Year (Apr - Mar), 2003",Cotton,,7600.00,2334.10,307.00,32.30
India,"Financial Year (Apr - Mar), 2003",Foodgrains,,123450.00,213190.00,1727.00,42.60
India,"Financial Year (Apr - Mar), 2003",Gram,,7050.00,5720.00,811.00,30.44
India,"Financial Year (Apr - Mar), 2003",Groundnut,,5990.00,8130.00,1357.00,16.82
India,"Financial Year (Apr - Mar), 2003",Guarseed,,2854.00,1513.40,530.00,
India,"Financial Year (Apr - Mar), 2003",Jowar,,9330.00,6680.00,716.00,7.59
India,"Financial Year (Apr - Mar), 2003",Jute and Mesta,,1000.00,2010.60,2008.00,
India,"Financial Year (Apr - Mar), 2003",Lentil (Masur),,1400.00,1040.00,743.00,
India,"Financial Year (Apr - Mar), 2003",Maize,,7340.00,14980.00,2041.00,19.28
India,"Financial Year (Apr - Mar), 2003",Nine Oilseeds,,23660.00,25190.00,1064.00,
India,"Financial Year (Apr - Mar), 2003",Nutri/Coarse Cereals,,30800.00,37600.00,1221.00,
India,"Financial Year (Apr - Mar), 2003",Onion,,500.00,5920.00,11784.00,
India,"Financial Year (Apr - Mar), 2003",Potato,,1290.00,23060.00,17887.00,
India,"Financial Year (Apr - Mar), 2003",Rapeseed & Mustard,,5430.00,6290.00,1159.00,71.47
India,"Financial Year (Apr - Mar), 2003",Rice,,42590.00,88530.00,2079.00,52.89
India,"Financial Year (Apr - Mar), 2003",Soybean,,6550.00,7820.00,1193.00,
India,"Financial Year (Apr - Mar), 2003",Sugarcane,,3930.00,233860.00,59380.00,92.27
India,"Financial Year (Apr - Mar), 2003",Sunflower,,2000.00,930.00,464.00,
India,"Financial Year (Apr - Mar), 2003",Sunhemp,,37.00,9.59,260.00,
India,"Financial Year (Apr - Mar), 2003",Tobacco,,370.00,550.00,1486.00,50.17
India,"Financial Year (Apr - Mar), 2003",Total Pulses,,23460.00,14910.00,635.00,13.65
India,"Financial Year (Apr - Mar), 2003",Tur (Arhar),,3520.00,2360.00,670.00,4.39
